"";"Publication Type";"Authors";"Book Authors";"Book Editors";"Book Group Authors";"Author Full Names";"Book Author Full Names";"Group Authors";"Article Title";"Source Title";"Book Series Title";"Book Series Subtitle";"Language";"Document Type";"Conference Title";"Conference Date";"Conference Location";"Conference Sponsor";"Conference Host";"Author Keywords";"Keywords Plus";"Abstract";"Addresses";"Reprint Addresses";"Email Addresses";"Researcher Ids";"ORCIDs";"Funding Orgs";"Funding Text";"Cited References";"Cited Reference Count";"Times Cited, WoS Core";"Times Cited, All Databases";"180 Day Usage Count";"Since 2013 Usage Count";"Publisher";"Publisher City";"Publisher Address";"ISSN";"eISSN";"ISBN";"Journal Abbreviation";"Journal ISO Abbreviation";"Publication Date";"Publication Year";"Volume";"Issue";"Part Number";"Supplement";"Special Issue";"Meeting Abstract";"Start Page";"End Page";"Article Number";"DOI";"Book DOI";"Early Access Date";"Number of Pages";"WoS Categories";"Research Areas";"IDS Number";"UT (Unique WOS ID)";"Pubmed Id";"Open Access Designations";"Highly Cited Status";"Hot Paper Status";"Date of Export";"...68";"journal"
"795";"J";"Li, A; Fischer, MJ";NA;NA;NA;"Li, Angran; Fischer, Mary J.";NA;NA;"Advantaged/Disadvantaged School Neighborhoods, Parental Networks, and Parental Involvement at Elementary School";"SOCIOLOGY OF EDUCATION";NA;NA;"English";"Article";NA;NA;NA;NA;NA;"parental networks; parental school involvement; school neighborhood disadvantage; elementary school; ECLS-K";"SOCIAL-CLASS DIFFERENCES; CHILD-CARE CENTERS; EDUCATIONAL INVESTMENT; STUDENT-ACHIEVEMENT; TEACHER PRACTICES; CULTURAL-CONTEXT; FAMILY-STRUCTURE; MOTHERS; POVERTY; MATH";"This article examines the relationship between parental networks and parental school involvement during the elementary school years. Using a large, nationally representative data set of elementary school studentsthe Early Childhood Longitudinal Study-Kindergarten Cohortand contextual data from the 2000 U.S. Census, our multilevel analysis shows that higher levels of parental networks in first grade are associated with higher levels of parental school involvement in third grade after controlling for individual- and school-level characteristics. Parental networks are positively related to school involvement activities in formal organizations that consist of parents, teachers, and school staff, including participating in parent-teacher organizations and volunteering at school. Furthermore, the positive effects of parental networks on parental school involvement is stronger for families whose children attend schools in disadvantaged neighborhoods. This suggests that well-connected parental networks can serve as a buffer against school neighborhood disadvantages in encouraging parents to be actively involved in schools.";"[Li, Angran; Fischer, Mary J.] Univ Connecticut, Sociol, Storrs, CT 06269 USA; [Fischer, Mary J.] Univ Connecticut, Dept Sociol, 344 Mansfield Rd,Unit 1068, Storrs, CT 06269 USA";"Li, A (corresponding author), Univ Connecticut, Dept Sociol, 344 Mansfield Rd,Unit 1068, Storrs, CT 06269 USA.";"angran.li@uconn.edu";NA;"Li, Angran/0000-0003-4588-8560";NA;NA;NA;86;13;13;2;25;"SAGE PUBLICATIONS INC";"THOUSAND OAKS";"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA";"0038-0407";"1939-8573";NA;"SOCIOL EDUC";"Sociol. Educ.";"OCT";2017;90;4;NA;NA;NA;NA;"355";"377";NA;"10.1177/0038040717732332";NA;NA;23;"Education & Educational Research; Sociology";"Education & Educational Research; Sociology";"FL0KK";"WOS:000413900100005";NA;NA;NA;NA;"2020-09-24";NA;"SOCIOLOGY OF EDUCATION"
"796";"J";"Downey, DB; Condron, DJ";NA;NA;NA;"Downey, Douglas B.; Condron, Dennis J.";NA;NA;"Two Questions for Sociologists of Education: A Rejoinder";"SOCIOLOGY OF EDUCATION";NA;NA;"English";"Article";NA;NA;NA;NA;NA;"SES; school effects; summer learning; Coleman Report; achievement";NA;NA;"[Downey, Douglas B.] Ohio State, 238 Townshend Hall,1885 Neil Ave, Columbus, OH 43210 USA; [Condron, Dennis J.] Oakland Univ, Sociol, Rochester, MI 48063 USA";"Downey, DB (corresponding author), Ohio State, 238 Townshend Hall,1885 Neil Ave, Columbus, OH 43210 USA.";"downey.32@sociology.osu.edu";NA;NA;"Russell Sage Foundation; The Distribution of School Quality'' Spencer Foundation; William T. Grant Foundation";"The authors disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: Downey and Paul von Hippel, Do Gaps in Test Scores, Behavioral Skills, and Health Grow Faster in School or out? New Analyses Using the ECLS-K 2011'' Russell Sage Foundation ($100,297), May 1, 2016-August 31, 2017; Downey, The Distribution of School Quality'' Spencer Foundation ($43,452), June 1, 2014-May 30, 2015; Downey and Paul von Hippel, How Big Are Summer Learning Gaps? Using Seasonal Comparisons to Understand Whether Schools or Other Settings Are the Primary Source of Test-score Inequality'' William T. Grant Foundation ($426,923), June 1, 2013-May 30, 2015.";NA;0;2;2;0;12;"SAGE PUBLICATIONS INC";"THOUSAND OAKS";"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA";"0038-0407";"1939-8573";NA;"SOCIOL EDUC";"Sociol. Educ.";"JUL";2016;89;3;NA;NA;NA;NA;"234";"235";NA;"10.1177/0038040716652670";NA;NA;2;"Education & Educational Research; Sociology";"Education & Educational Research; Sociology";"DR0OD";"WOS:000379605900010";NA;NA;NA;NA;"2020-09-24";NA;"SOCIOLOGY OF EDUCATION"
"797";"J";"Hanselman, P";NA;NA;NA;"Hanselman, Paul";NA;NA;"Do School Learning Opportunities Compound or Compensate for Background Inequalities? Evidence from the Case of Assignment to Effective Teachers";"SOCIOLOGY OF EDUCATION";NA;NA;"English";"Article";NA;NA;NA;NA;NA;"achievement gaps; opportunities to learn; racial and economic inequality; teacher effectiveness; value-added models; heterogeneous effects";"VALUE-ADDED MEASURES; ACHIEVEMENT; RACE; CLASSROOM; QUALITY; GAP; STUDENTS; EXPECTATIONS; ACQUISITION; IMPACTS";"Are equal educational opportunities sufficient to narrow long-standing economic and racial inequalities in achievement? In this article, I test the hypothesis that poor and minority students benefit less from effective elementary school teachers than do their nonpoor and white peers, thus exacerbating inequalities. I use administrative data from public elementary schools in North Carolina to calculate value-added measures of teachers' success in promoting learning, and I assess benefits for different students. Results suggest that differential benefits of effective teachers uniquely exacerbate black-white inequalities but do not contribute to economic achievement gaps. Racial differences are small, on average, relative to the benefits for all groups; are not explained by differences in prior achievement; and are largest for low-achieving students. Teacher-related learning opportunities are crucial for all students, but these results point to a disconnect between typical school learning opportunities and low-achieving minority students.";"[Hanselman, Paul] Univ Calif Irvine, Sociol, Irvine, CA USA";"Hanselman, P (corresponding author), Univ Calif Irvine, Dept Sociol, 3151 Social Sci Plaza, Irvine, CA 92697 USA.";"paul.hanselman@uci.edu";NA;NA;"U.S. Department of EducationUS Department of Education [R305C050055, R305B120013]; Eunice Kennedy Shriver National Institute Of Child Health and Human Development of the National Institutes of HealthUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH Eunice Kennedy Shriver National Institute of Child Health & Human Development (NICHD) [P01HD065704]";"Research reported in this paper was supported by the U.S. Department of Education, Grant R305C050055 to the University of Wisconsin-Madison (PI: Adam Gamoran) and Grant R305B120013 to the University of California, Irvine (PI: Greg Duncan); and the Eunice Kennedy Shriver National Institute Of Child Health and Human Development of the National Institutes of Health under Award Number P01HD065704 (PI: Greg Duncan). The content is solely the responsibility of the author and does not necessarily represent the official views of the supporting agencies. The author also gratefully acknowledges feedback from Adam Gamoran, Eric Grodsky, Geoffrey Borman, Felix Elwert, Harry Brig-house, Jeffrey Grigg, Anna Haskins, Elizabeth Wrigly-Field, Thurston Domina, the editor, and three anonymous reviewers.";NA;81;3;3;1;17;"SAGE PUBLICATIONS INC";"THOUSAND OAKS";"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA";"0038-0407";"1939-8573";NA;"SOCIOL EDUC";"Sociol. Educ.";"APR";2018;91;2;NA;NA;NA;NA;"132";"158";NA;"10.1177/0038040718761127";NA;NA;27;"Education & Educational Research; Sociology";"Education & Educational Research; Sociology";"GC7BH";"WOS:000429946400003";30745709;"Green Accepted";NA;NA;"2020-09-24";NA;"SOCIOLOGY OF EDUCATION"
"798";"J";"Gamoran, A";NA;NA;NA;"Gamoran, Adam";NA;NA;"Gamoran Comment on Downey and Condron";"SOCIOLOGY OF EDUCATION";NA;NA;"English";"Article";NA;NA;NA;NA;NA;"SES; summer learning; school effects; Coleman Report; race; ethnicity";"EDUCATIONAL-INEQUALITY; SCHOOL TRACKING; ACHIEVEMENT; IMPACT";NA;"[Gamoran, Adam] William T Grant Fdn, 570 Lexington Ave, New York, NY 10022 USA";"Gamoran, A (corresponding author), William T Grant Fdn, 570 Lexington Ave, New York, NY 10022 USA.";"agamoran@wtgrantfdn.org";NA;NA;NA;NA;NA;17;3;3;0;12;"SAGE PUBLICATIONS INC";"THOUSAND OAKS";"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA";"0038-0407";"1939-8573";NA;"SOCIOL EDUC";"Sociol. Educ.";"JUL";2016;89;3;NA;NA;NA;NA;"231";"233";NA;"10.1177/0038040716651931";NA;NA;3;"Education & Educational Research; Sociology";"Education & Educational Research; Sociology";"DR0OD";"WOS:000379605900009";NA;NA;NA;NA;"2020-09-24";NA;"SOCIOLOGY OF EDUCATION"
"799";"J";"Fast, I";NA;NA;NA;"Fast, Idit";NA;NA;"Understanding Educational Policy Formation: The Case of School Violence Policies in Israel";"SOCIOLOGY OF EDUCATION";NA;NA;"English";"Article";NA;NA;NA;NA;NA;"educational policy; policy formation mechanisms; school violence policy; institutional theory; legitimacy struggles";"EPISTEMIC COMMUNITIES; DIFFUSION; IDEAS; GLOBALIZATION; POLITICS; CRIMINALIZATION; CONSTRUCTION; LEGITIMACY; HARASSMENT; CURRICULA";"This study explores mechanisms underlying processes of educational policy formation. Previous studies have given much attention to processes of diffusion when accounting for educational policy formation. Less account has been given to the day-to-day institutional dynamics through which educational policies develop and change. Building on extensive governmental archival data, complemented with interviews and media analysis, I study the development and transformation of school violence policies in Israel. I argue that diffusion of global policy ideas and practices provides the menu of possible policies, while within-country struggles over legitimacy in the policy domain serve as a mechanism shaping which items on the menu becomes actual policy. Specifically, in the Israeli case, the interest in and action toward school violence were influenced by a global trend, but the actions of Psychological-Counseling Services (PCS) who struggled to assert their legitimacy as the authority on school violence in the Israeli Ministry of Education (MOE) shaped the adoption, rejection, and institutionalization of the specific school violence policy ideas and practices.";"[Fast, Idit] Rutgers State Univ, Dept Sociol, New Brunswick, NJ 08901 USA";"Fast, I (corresponding author), Rutgers State Univ, Dept Sociol, 26 Nichol Ave, New Brunswick, NJ 08901 USA.";"ifast@sociology.rutgers.edu";NA;"Fast, Idit/0000-0002-7037-1857";NA;NA;NA;83;1;2;1;15;"SAGE PUBLICATIONS INC";"THOUSAND OAKS";"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA";"0038-0407";"1939-8573";NA;"SOCIOL EDUC";"Sociol. Educ.";"JAN";2016;89;1;NA;NA;NA;NA;"59";"78";NA;"10.1177/0038040715615923";NA;NA;20;"Education & Educational Research; Sociology";"Education & Educational Research; Sociology";"CY7QL";"WOS:000366603600004";NA;NA;NA;NA;"2020-09-24";NA;"SOCIOLOGY OF EDUCATION"
"800";"J";"Spillane, JP; Shirrell, M; Sweet, TM";NA;NA;NA;"Spillane, James P.; Shirrell, Matthew; Sweet, Tracy M.";NA;NA;"The Elephant in the Schoolhouse: The Role of Propinquity in School Staff Interactions about Teaching";"SOCIOLOGY OF EDUCATION";NA;NA;"English";"Review";NA;NA;NA;NA;NA;"teachers; networks; proximity; space; advice";"PROFESSIONAL COMMUNITY; SOCIAL NETWORKS; ELEMENTARY-SCHOOLS; TEACHERS; SPACE; FRIENDSHIP; POLICY; COLLABORATION; PERSISTENCE; DYNAMICS";"Although the physical arrangement of workspaces can both constrain and enable interactions among organizational members, sociological research in education has not extensively examined the role of physical proximity in determining work-related social ties among school staff. Using social network analysis, this article explores the relationship between physical proximity and instructional advice seeking among school staff in all 14 elementary schools in one U.S. school district over four years. Results show that school staff whose workspaces are located closer to one another, and whose paths likely cross more frequently in their day-to-day work within the school building, are more likely to talk with one another about their work. Findings argue for more careful consideration when assigning school staff to workspaces, as the physical proximity of school staff appears to play a significant role in who talks to whom about instruction.";"[Spillane, James P.] Northwestern Univ, Learning & Org Change, Sch Educ & Social Policy, Evanston, IL USA; [Shirrell, Matthew] George Washington Univ, Grad Sch Educ & Human Dev, Educ Leadership & Adm, Washington, DC USA; [Sweet, Tracy M.] Univ Maryland, Dept Human Dev & Quantitat Method, Measurement Stat & Evaluat Program, College Pk, MD 20742 USA";"Spillane, JP (corresponding author), Northwestern Univ, 2120 Campus Dr,Annenberg Hall 208, Evanston, IL 60208 USA.";"j-spillane@northwestern.edu";NA;NA;"NebraskaMATH Study at Northwestern University; University of Nebraska-Lincoln - National Science Foundation [DUE-0831835]; Distributed Leadership Studies - National Science Foundation [REC-9873583, EHR-0412510]; Northwestern University's School of Education and Social Policy; Institute for Policy Research";"The authors disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: Work on this article was supported by the NebraskaMATH Study (http://www.distributedleadership.org/projects.html) at Northwestern University and University of Nebraska-Lincoln, funded by research grants from the National Science Foundation (DUE-0831835). The work was also supported by the Distributed Leadership Studies (http://www.distributedleadership.org) funded by research grants from the National Science Foundation (REC-9873583, RETA Grant No. EHR-0412510). Northwestern University's School of Education and Social Policy and Institute for Policy Research also supported this work. All opinions and conclusions expressed in this article are those of the authors and do not necessarily reflect the views of any funding agency.";NA;105;24;24;2;11;"SAGE PUBLICATIONS INC";"THOUSAND OAKS";"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA";"0038-0407";"1939-8573";NA;"SOCIOL EDUC";"Sociol. Educ.";"APR";2017;90;2;NA;NA;NA;NA;"149";"171";NA;"10.1177/0038040717696151";NA;NA;23;"Education & Educational Research; Sociology";"Education & Educational Research; Sociology";"ET2GD";"WOS:000400087000003";NA;NA;NA;NA;"2020-09-24";NA;"SOCIOLOGY OF EDUCATION"
"801";"J";"Li, A; Hamlin, D";NA;NA;NA;"Li, Angran; Hamlin, Daniel";NA;NA;"Is Daily Parental Help with Homework Helpful? Reanalyzing National Data Using a Propensity Score-Based Approach";"SOCIOLOGY OF EDUCATION";NA;NA;"English";"Article";NA;NA;NA;NA;NA;"propensity score-based approach; parental help with homework; academic achievement; elementary school; ECLS-K";"STUDENTS ACADEMIC-ACHIEVEMENT; LOW-INCOME PARENTS; MATHEMATICS ACHIEVEMENT; EDUCATIONAL-ACHIEVEMENT; SOCIAL-CLASS; INVOLVEMENT; SCHOOL; RACE; PARTICIPATION; TRANSMISSION";"Previous analyses of large national datasets have tended to report a negative relationship between parental homework help and student achievement. Yet these studies have not examined heterogeneity in this relationship based on the propensity for a parent to provide homework help. By using a propensity score-based approach, this study investigates the relationship between daily parental homework help in first grade and student achievement in third grade with nationally representative data from the Early Childhood Longitudinal Study-Kindergarten Class. Results indicated that low prior achievement, socioeconomic disadvantage, and minority status were associated with a high propensity to provide daily homework help. Daily parental homework help was also associated with improved achievement for children whose parents had a high propensity to provide daily homework help. These patterns suggest that complex factors induce daily parental homework help and that these factors are related to heterogeneity in the relationship between daily parental homework help and achievement.";"[Li, Angran] Zhejiang Univ, Dept Sociol, Zijingang Campus, Hangzhou, Zhejiang, Peoples R China; [Hamlin, Daniel] Univ Oklahoma, Dept Educ Leadership & Policy Studies, Norman, OK 73019 USA";"Li, A (corresponding author), Zhejiang Univ, Zijingang Campus,866 Yuhangtang Rd, Hangzhou 310058, Zhejiang, Peoples R China.";"angranli19@gmail.com";NA;"Li, Angran/0000-0003-4588-8560";NA;NA;NA;101;1;1;2;14;"SAGE PUBLICATIONS INC";"THOUSAND OAKS";"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA";"0038-0407";"1939-8573";NA;"SOCIOL EDUC";"Sociol. Educ.";"OCT";2019;92;4;NA;NA;NA;NA;"367";"385";"UNSP 0038040719867598";"10.1177/0038040719867598";NA;"AUG 2019";19;"Education & Educational Research; Sociology";"Education & Educational Research; Sociology";"IZ4XP";"WOS:000479728600001";NA;"Bronze";NA;NA;"2020-09-24";NA;"SOCIOLOGY OF EDUCATION"
"802";"J";"Owens, A";NA;NA;NA;"Owens, Ann";NA;NA;"Income Segregation between School Districts and Inequality in Students' Achievement";"SOCIOLOGY OF EDUCATION";NA;NA;"English";"Article";NA;NA;NA;NA;NA;"class inequality; race; segregation; achievement gap; poverty and education; quantitative research on education; school catchment zones; politically defined school boundaries";"FAMILY INCOME; MATTER; BLACK; MIDDLE; CHILD; RESEGREGATION; DETERMINANTS; IMPACTS; WHITE; RACE";"Large achievement gaps exist between high- and low-income students and between black and white students. This article explores one explanation for such gaps: income segregation between school districts, which creates inequality in the economic and social resources available in advantaged and disadvantaged students' school contexts. Drawing on national data, I find that the income achievement gap is larger in highly segregated metropolitan areas. This is due mainly to high-income students performing better, rather than low-income children performing worse, in more-segregated places. Income segregation between districts also contributes to the racial achievement gap, largely because white students perform better in more economically segregated places. Descriptive portraits of the school districts of high- and low-income students show that income segregation creates affluent districts for high-income students while changing the contexts of low-income students negligibly. Considering income and race jointly, I find that only high-income white families live in the affluent districts created by income segregation; black families with identically high incomes live in districts more similar to those of low-income white families. My results demonstrate that the spatial inequalities created by income segregation between school districts contribute to achievement gaps between advantaged and disadvantaged students, with implications for future research and policy.";"[Owens, Ann] Univ Southern Calif, Sociol, Los Angeles, CA USA";"Owens, A (corresponding author), Univ Southern Calif, Dept Sociol, 851 Downey Way,MC 1059, Los Angeles, CA 90089 USA.";"annowens@usc.edu";NA;NA;"Spencer Foundation [201500113]; Russell Sage Foundation [83-15-01]; National Academy of Education/Spencer Foundation postdoctoral fellowship";"This research was supported by the Spencer Foundation (Grant 201500113) and the Russell Sage Foundation (Project 83-15-01). The author was also supported by a National Academy of Education/Spencer Foundation postdoctoral fellowship. The author appreciates feedback from Peter Rich, Dick Murnane, Daniel Schrage, and audiences at the APPAM and PAA conferences and the Columbia University Center on Wealth and Inequality.";NA;77;22;22;3;58;"SAGE PUBLICATIONS INC";"THOUSAND OAKS";"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA";"0038-0407";"1939-8573";NA;"SOCIOL EDUC";"Sociol. Educ.";"JAN";2018;91;1;NA;NA;NA;NA;"1";"27";NA;"10.1177/0038040717741180";NA;NA;27;"Education & Educational Research; Sociology";"Education & Educational Research; Sociology";"FS3YT";"WOS:000419722300001";NA;NA;NA;NA;"2020-09-24";NA;"SOCIOLOGY OF EDUCATION"
"803";"J";"Hofflinger, A; von Hippel, PT";NA;NA;NA;"Hofflinger, Alvaro; von Hippel, Paul T.";NA;NA;"Does Achievement Rise Fastest with School Choice, School Resources, or Family Resources? Chile from 2002 to 2013";"SOCIOLOGY OF EDUCATION";NA;NA;"English";"Article";NA;NA;NA;NA;NA;"school choice; parent education; international education; longitudinal studies of education; policy-oriented research; school size; class size";"BENEFIT STUDENTS; COMPETITION; EDUCATION; INCOME; TAXPAYERS; MONEY";"Debates in education policy draw on different theories about how to raise children's achievement. The school competition theory holds that achievement rises when students can choose among competing schools. The school resources theory holds that achievement rises with schools' resources per student. The family resources theory holds that achievement rises as parents become more educated and earn higher incomes. We test all three theories in Chile between 2002 and 2013, when reading and math scores rose by 0.2 to 0.3 standard deviations, as school competition, school resources, and family resources all increased. We compare Chilean municipalities in a difference-in-differences analysis, asking whether test scores rose fastest in municipalities with greater increases in school competition, school resources, or family resources. We find that municipal test scores did not rise with school competition but did rise with family resources (parental education, not income) and, to a smaller extent, with school resources (as measured by class sizes). Results favor the family resource theory, and to a lesser extent the school resource theory, but not the school competition theory.";"[Hofflinger, Alvaro] Univ La Frontera, Temuco, Chile; [von Hippel, Paul T.] Univ Texas Austin, Publ Policy Sociol Stat & Data Sci, Austin, TX 78712 USA";"von Hippel, PT (corresponding author), Univ Texas Austin, 2315 Red River,Box Y, Austin, TX 78712 USA.";"paulvonhippel.utaustin@gmail.com";NA;NA;NA;NA;NA;61;1;1;1;8;"SAGE PUBLICATIONS INC";"THOUSAND OAKS";"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA";"0038-0407";"1939-8573";NA;"SOCIOL EDUC";"Sociol. Educ.";"APR";2020;93;2;NA;NA;NA;NA;"132";"152";"38040719899358";"10.1177/0038040719899358";NA;"JAN 2020";21;"Education & Educational Research; Sociology";"Education & Educational Research; Sociology";"LA3NR";"WOS:000508790400001";NA;NA;NA;NA;"2020-09-24";NA;"SOCIOLOGY OF EDUCATION"
"804";"J";"Zarifa, D; Kim, J; Seward, B; Walters, D";NA;NA;NA;"Zarifa, David; Kim, Jeannie; Seward, Brad; Walters, David";NA;NA;"What's Taking You So Long? Examining the Effects of Social Class on Completing a Bachelor's Degree in Four Years";"SOCIOLOGY OF EDUCATION";NA;NA;"English";"Article";NA;NA;NA;NA;NA;"higher education; parent education; student work and educational effects; educational aspirations/expectations; dropouts";"EFFECTIVELY MAINTAINED INEQUALITY; HIGHER-EDUCATION; COLLEGE SELECTIVITY; CHANGING PATTERNS; STRATIFICATION; STUDENTS; GRADUATE; FIELDS; CONTINUATION; MOBILITY";"Despite improved access in expanded postsecondary systems, the great majority of bachelor's degree graduates are taking considerably longer than the allotted four years to complete their four-year degrees. Taking longer to finish one's BA has become so pervasive in the United States that it has become the norm for official statistics released by the Department of Education to report graduation rates across a six-year window. While higher education scholars have increasingly explored how social class impacts college drop-out, attrition, and completion, they have yet to examine the role social class plays in completing a four-year bachelor's degree on time. In this paper, we draw on the most recent cohort of the Baccalaureate and Beyond Longitudinal Survey (2008-2009) to examine who completes their bachelor's degrees on time. Our results indicate that despite controlling for academic performance, educational behaviors, program characteristics, and institutional characteristics, graduates from lower socioeconomic backgrounds do experience difficulties completing their degrees on time. Moreover, our results also reveal that the nature of these relationships vary for traditional and nontraditional students. Our findings highlight another important, albeit less obvious, way where inequality is maintained in expanded postsecondary systems.";"[Zarifa, David] Nipissing Univ, Life Course Transit Northern & Rural Communities, North Bay, ON, Canada; [Zarifa, David] Nipissing Univ, Sociol, North Bay, ON, Canada; [Zarifa, David] Nipissing Univ, Stat Canada Res Data Ctr, North Bay, ON, Canada; [Seward, Brad] Nipissing Univ, North Bay, ON, Canada; [Kim, Jeannie] Columbia Univ, Teachers Coll, Dept Educ Policy & Social Anal, New York, NY 10027 USA; [Walters, David] Univ Guelph, Dept Sociol & Anthropol, Guelph, ON, Canada";"Zarifa, D (corresponding author), Nipissing Univ, Dept Sociol, 100 Coll Dr,Box 5002, North Bay, ON P1B 8L7, Canada.";"davidz@nipissingu.ca";NA;NA;"Canada Research Chairs programCanada Research Chairs [430-2012-0376]; Social Sciences and Humanities Research CouncilSocial Sciences and Humanities Research Council of Canada (SSHRC) [430-2012-0376]";"This research was supported by funding from the Canada Research Chairs program and the Social Sciences and Humanities Research Council (Grant No. 430-2012-0376).";NA;101;2;2;3;24;"SAGE PUBLICATIONS INC";"THOUSAND OAKS";"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA";"0038-0407";"1939-8573";NA;"SOCIOL EDUC";"Sociol. Educ.";"OCT";2018;91;4;NA;NA;NA;NA;"290";"322";NA;"10.1177/0038040718802258";NA;NA;33;"Education & Educational Research; Sociology";"Education & Educational Research; Sociology";"GW2GP";"WOS:000446701300002";NA;NA;NA;NA;"2020-09-24";NA;"SOCIOLOGY OF EDUCATION"
"805";"J";"Gil-Hernandez, CJ";NA;NA;NA;"Gil-Hernandez, Carlos J.";NA;NA;"Do Well-off Families Compensate for Low Cognitive Ability? Evidence on Social Inequality in Early Schooling from a Twin Study";"SOCIOLOGY OF EDUCATION";NA;NA;"English";"Article";NA;NA;NA;NA;NA;"educational inequalities; cognitive ability; tracking; twins; fixed effects; compensation; within-family inequality";"EDUCATIONAL-ATTAINMENT; INTERGENERATIONAL TRANSMISSION; EMPIRICAL-FINDINGS; INTELLIGENCE; ORIGINS; CHILD; MODEL; ACHIEVEMENT; PERSONALITY; ENDOWMENTS";"This article bridges the literature on educational inequality between and within families to test whether high-socioeconomic status (SES) families compensate for low cognitive ability in the transition to secondary education in Germany. The German educational system of early-ability tracking (at age 10) represents a stringent setting for the compensatory hypothesis. Overall, previous literature offers inconclusive findings. Previous research between families suffers from the misspecification of parental SES and ability, while most within-family research did not stratify the analysis by SES or the ability distribution. To address these issues, I draw from the TwinLife study to implement a twin fixed-effects design that minimizes unobserved confounding. I report two main findings. First, highly educated families do not compensate for twins' differences in cognitive ability at the bottom of the ability distribution. In the German system of early-ability tracking, advantaged families may have more difficulties to compensate than in countries where educational transitions are less dependent on ability. Second, holding parents' and children's cognitive ability constant, pupils from highly educated families are 27% more likely to attend the academic track. This result implies wastage of academic potential for disadvantaged families, challenging the role of cognitive ability as the leading criterion of merit for liberal theories of equal opportunity. These findings point to the importance of other factors that vary between families with different resources and explain educational success, such as noncognitive abilities, risk aversion to downward mobility, and teachers' bias.";"[Gil-Hernandez, Carlos J.] European Univ Inst, Dept Polit & Social Sci, Via Roccettini 9, I-50014 Fiesole, Italy";"Gil-Hernandez, CJ (corresponding author), European Univ Inst, Dept Polit & Social Sci, Via Roccettini 9, I-50014 Fiesole, Italy.";"carlos.gilhernandez@eui.eu";NA;NA;NA;NA;NA;83;2;2;2;9;"SAGE PUBLICATIONS INC";"THOUSAND OAKS";"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA";"0038-0407";"1939-8573";NA;"SOCIOL EDUC";"Sociol. Educ.";"APR";2019;92;2;NA;NA;NA;NA;"150";"175";NA;"10.1177/0038040719830698";NA;NA;26;"Education & Educational Research; Sociology";"Education & Educational Research; Sociology";"HP6KH";"WOS:000461792300003";NA;NA;NA;NA;"2020-09-24";NA;"SOCIOLOGY OF EDUCATION"
